,X_key,Course.ID,EntityType,Name,Length..Hours.,Avg..User.Rating,Total.Enrollments,Total.Ratings,Organiser,Difficulty,Public.URL,uni
1,Gtv4Xb1-EeS-ViIACwYKVQ,Gtv4Xb1-EeS-ViIACwYKVQ,COURSE,Machine Learning,56,4.91633185,2751773,124695,Stanford University,Mixed,https://www.coursera.org/learn/machine-learning,TRUE
5,GdeNrll1EeSROyIACtiVvg,GdeNrll1EeSROyIACtiVvg,COURSE,Learning How to Learn: Powerful mental tools to help you master tough subjects,12,4.823394955,1900769,49874,McMaster University,Mixed,https://www.coursera.org/learn/learning-how-to-learn,TRUE
7,7A1yFTaREeWWBQrVFXqd1w,7A1yFTaREeWWBQrVFXqd1w,COURSE,Programming for Everybody (Getting Started with Python),12,4.834918596,963493,74751,University of Michigan,Mixed,https://www.coursera.org/learn/python,TRUE
10,rUHfSakHEeeQ3gpuC4Fs_g,rUHfSakHEeeQ3gpuC4Fs_g,COURSE,The Science of Well-Being,20,4.878779911,489355,3803,Yale University,Mixed,https://www.coursera.org/learn/the-science-of-well-being,TRUE
22,dScDad8bEeWNrAqe1RXmgw,dScDad8bEeWNrAqe1RXmgw,COURSE,English for Career Development,22,4.849933155,426083,2992,University of Pennsylvania,Mixed,https://www.coursera.org/learn/careerdevelopment,TRUE
24,yQcuJCOcEeagwg7hVay0BQ,yQcuJCOcEeagwg7hVay0BQ,COURSE,"Algorithms, Part I",33,4.918836141,464761,5877,Princeton University,Intermediate,https://www.coursera.org/learn/algorithms-part1,TRUE
28,SgcGB0YOEeemlQrrzf9X-A,SgcGB0YOEeemlQrrzf9X-A,COURSE,Financial Markets,38,4.837742917,217509,4271,Yale University,Beginner,https://www.coursera.org/learn/financial-markets-global,TRUE
30,YPGkFhCNEeWvmQrN_lODCw,YPGkFhCNEeWvmQrN_lODCw,COURSE,Finanzas personales,6,4.72160414,236804,3865,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/finanzas-personales,TRUE
39,RZ1S0B0MEeacvQ6cODzg5Q,RZ1S0B0MEeacvQ6cODzg5Q,COURSE,Introduction to Data Science in Python,18,4.545381172,306913,13629,University of Michigan,Intermediate,https://www.coursera.org/learn/python-data-analysis,TRUE
42,P--h6zpNEeWYbg7p2_3OHQ,P--h6zpNEeWYbg7p2_3OHQ,COURSE,Python Data Structures,11,4.869275625,322668,39786,University of Michigan,Mixed,https://www.coursera.org/learn/python-data,TRUE
46,jJ6ZxPrdEee5DBIdFhoH_A,jJ6ZxPrdEee5DBIdFhoH_A,COURSE,Introduction to Psychology,20,4.858445506,94155,2303,Yale University,Beginner,https://www.coursera.org/learn/introduction-psychology,TRUE
47,3G1aij8iEeWKOBLv1z6n9w,3G1aij8iEeWKOBLv1z6n9w,COURSE,First Step Korean,12,4.825456941,249258,6073,Yonsei University,Beginner,https://www.coursera.org/learn/learn-korean,TRUE
48,v0l76HmGEeSi3yIACzSGcw,v0l76HmGEeSi3yIACzSGcw,COURSE,Successful Negotiation: Essential Strategies and Skills,15,4.744490677,587266,6489,University of Michigan,Mixed,https://www.coursera.org/learn/negotiation-skills,TRUE
51,xMqZG1wyEeWd6BJKWlaBIw,xMqZG1wyEeWd6BJKWlaBIw,COURSE,Stanford Introduction to Food and Health,4,4.688689915,269592,10610,Stanford University,Beginner,https://www.coursera.org/learn/food-and-health,TRUE
57,_uJaK-gwEeaksw4f8WaZLg,_uJaK-gwEeaksw4f8WaZLg,COURSE,Excel Skills for Business: Essentials,19,4.866365688,107791,6645,Macquarie University,Beginner,https://www.coursera.org/learn/excel-essentials,TRUE
61,Y4DUPDpQEeWO-Qq6rEZAow,Y4DUPDpQEeWO-Qq6rEZAow,COURSE,Using Python to Access Web Data,16,4.792958821,251464,23604,University of Michigan,Mixed,https://www.coursera.org/learn/python-network-data,TRUE
63,RFyNbG0iEeW9CAqYJHF3zQ,RFyNbG0iEeW9CAqYJHF3zQ,COURSE,"Speak English Professionally: In Person, Online & On the Phone",16,4.635658915,335749,2709,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/speak-english-professionally,TRUE
64,RySy84vzEeaPOA7y0lv8VQ,RySy84vzEeaPOA7y0lv8VQ,COURSE,Introdução à Ciência da Computação com Python Parte 1,31,4.88028169,92597,2982,Universidade de São Paulo,Beginner,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,TRUE
66,nA4RUW01EeW8nRIpKnwp7Q,nA4RUW01EeW8nRIpKnwp7Q,COURSE,Algorithmic Toolbox,33,4.66584507,174131,5680,University of California San Diego,Intermediate,https://www.coursera.org/learn/algorithmic-toolbox,TRUE
67,mTJHKj0pEeSGwyIACxCdDw,mTJHKj0pEeSGwyIACxCdDw,COURSE,Chinese for Beginners,11,4.686329996,576761,4594,Peking University,Mixed,https://www.coursera.org/learn/learn-chinese,TRUE
68,iSxVEG07EeW3YxLB1q9I2w,iSxVEG07EeW3YxLB1q9I2w,COURSE,The Data Scientist’s Toolbox,8,4.546524015,357307,21591,Johns Hopkins University,Mixed,https://www.coursera.org/learn/data-scientists-tools,TRUE
69,ARf5_jvZEeeYEBLbuVGJ2g,ARf5_jvZEeeYEBLbuVGJ2g,COURSE,Mathematics for Machine Learning: Linear Algebra,22,4.677250979,104270,4598,Imperial College London,Beginner,https://www.coursera.org/learn/linear-algebra-machine-learning,TRUE
72,2_Dj7A0KEearKQowajWNkQ,2_Dj7A0KEearKQowajWNkQ,COURSE,Writing in the Sciences,24,4.883880451,95701,2041,Stanford University,Beginner,https://www.coursera.org/learn/sciwrite,TRUE
74,RMFRum1BEeWXrA6ju0fvnQ,RMFRum1BEeWXrA6ju0fvnQ,COURSE,R Programming,20,4.564851172,436704,15790,Johns Hopkins University,Intermediate,https://www.coursera.org/learn/r-programming,TRUE
79,_8FRmSXkEeeCDQ44DPGlIA,_8FRmSXkEeeCDQ44DPGlIA,COURSE,SQL for Data Science,20,4.588652482,126834,3102,"University of California, Davis",Beginner,https://www.coursera.org/learn/sql-for-data-science,TRUE
83,lGfJI2RJEeiXlwpPEKC-GA,lGfJI2RJEeiXlwpPEKC-GA,COURSE,Python Basics,22,4.798487713,50246,2645,University of Michigan,Beginner,https://www.coursera.org/learn/python-basics,TRUE
85,I82JCSWXEeWtRg6boA3D-Q,I82JCSWXEeWtRg6boA3D-Q,COURSE,Fundamentals of Graphic Design,14,4.765035601,230877,6601,California Institute of the Arts,Beginner,https://www.coursera.org/learn/fundamentals-of-graphic-design,TRUE
86,HnfPZCR1EeWDEQ4YpP0FCQ,HnfPZCR1EeWDEQ4YpP0FCQ,COURSE,Étudier en France: French Intermediate course B1-B2,40,4.833176249,112473,1061,École Polytechnique,Intermediate,https://www.coursera.org/learn/etudier-en-france,TRUE
88,o4mFTLyQEea5qAp8aGSsAg,o4mFTLyQEea5qAp8aGSsAg,COURSE,Основы программирования на Python,70,4.664879357,58802,1492,National Research University Higher School of Economics,Beginner,https://www.coursera.org/learn/python-osnovy-programmirovaniya,TRUE
89,hD-VAOe-EeWDtQ4tuIgsiw,hD-VAOe-EeWDtQ4tuIgsiw,COURSE,Camino a la Excelencia en Gestión de Proyectos,14,4.732894255,154932,2733,Pontificia Universidad Católica de Chile,Beginner,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,TRUE
92,VuRXs3EiEeWrAxJQXw-8PQ,VuRXs3EiEeWrAxJQXw-8PQ,COURSE,Fundamentals of Visualization with Tableau,10,4.45623069,65175,2913,"University of California, Davis",Beginner,https://www.coursera.org/learn/data-visualization-tableau,TRUE
94,IIoidx0zEeaeiw6Wrvtw9w,IIoidx0zEeaeiw6Wrvtw9w,COURSE,"Applied Plotting, Charting & Data Representation in Python",17,4.496062992,82204,3683,University of Michigan,Intermediate,https://www.coursera.org/learn/python-plotting,TRUE
97,eQJvsjn9EeWJaxK5AT4frw,eQJvsjn9EeWJaxK5AT4frw,COURSE,Using Databases with Python,13,4.780403058,187021,14390,University of Michigan,Mixed,https://www.coursera.org/learn/python-databases,TRUE
104,c_rkuRoBEeWDtQoum3sFeQ,c_rkuRoBEeWDtQoum3sFeQ,COURSE,"Programming Foundations with JavaScript, HTML and CSS",22,4.598728192,204627,6133,Duke University,Beginner,https://www.coursera.org/learn/duke-programming-web,TRUE
106,hJ1Jl-fcEeWwMw6osrJBVw,hJ1Jl-fcEeWwMw6osrJBVw,COURSE,Game Theory,20,4.648895659,222650,2626,Stanford University,Beginner,https://www.coursera.org/learn/game-theory-1,TRUE
107,vhLVVTe9EeWnxw5wP_KHTw,vhLVVTe9EeWnxw5wP_KHTw,COURSE,"HTML, CSS, and Javascript for Web Developers",33,4.844766685,191324,5379,Johns Hopkins University,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers,TRUE
108,bu-bs9_HEeSNQCIAC2-J5Q,bu-bs9_HEeSNQCIAC2-J5Q,COURSE,Fundamentals of Music Theory,23,4.64889336,151217,994,The University of Edinburgh,Beginner,https://www.coursera.org/learn/edinburgh-music-theory,TRUE
114,pbkjrDfeEea46wpMEz5poQ,pbkjrDfeEea46wpMEz5poQ,COURSE,Contabilidad para no contadores,11,4.733531662,152858,2353,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/contabilidad,TRUE
116,opCIcU3SEeWeiwqPB940Pw,opCIcU3SEeWeiwqPB940Pw,COURSE,Design Thinking for Innovation,10,4.61952367,195967,3401,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-design-thinking-innovation,TRUE
118,yGzRJSWJEeWs4gorU6Q1Yw,yGzRJSWJEeWs4gorU6Q1Yw,COURSE,Aprender,14,4.827871804,168859,2777,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/aprendo,TRUE
125,JdB92adFEeS5zCIAC8pMPA,JdB92adFEeS5zCIAC8pMPA,COURSE,Buddhism and Modern Psychology,19,4.79390893,313038,3382,Princeton University,Mixed,https://www.coursera.org/learn/science-of-meditation,TRUE
126,BK2bam0iEeW9CAqYJHF3zQ,BK2bam0iEeW9CAqYJHF3zQ,COURSE,Write Professional Emails in English,13,4.701739618,177568,3564,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/professional-emails-english,TRUE
127,qLwmkiOZEeadsBKew8xmjQ,qLwmkiOZEeadsBKew8xmjQ,COURSE,Social Psychology,39,4.864285714,54943,420,Wesleyan University,Beginner,https://www.coursera.org/learn/social-psychology,TRUE
130,zC6cIt_XEemGIwpf4KPJ_A,zC6cIt_XEemGIwpf4KPJ_A,COURSE,"Introduction to Trading, Machine Learning & GCP",13,3.792592593,6603,135,New York Institute of Finance,Intermediate,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,TRUE
131,Auue1KA-EeS9VCIACyUcdg,Auue1KA-EeS9VCIACyUcdg,COURSE,Introduction to Philosophy,15,4.636804492,307325,3918,The University of Edinburgh,Mixed,https://www.coursera.org/learn/philosophy,TRUE
132,OEZ3_J-PEeWaZBIXh-2nQw,OEZ3_J-PEeWaZBIXh-2nQw,COURSE,Introduction to Mathematical Thinking,24,4.800606061,238949,1650,Stanford University,Intermediate,https://www.coursera.org/learn/mathematical-thinking,TRUE
133,A4W_GyDjEeW5Rwo0txKkgQ,A4W_GyDjEeW5Rwo0txKkgQ,COURSE,Introduction to Programming with MATLAB,23,4.830451286,194190,4742,Vanderbilt University,Beginner,https://www.coursera.org/learn/matlab,TRUE
134,B8E2c3blEear9RKoJLO5Cw,B8E2c3blEear9RKoJLO5Cw,COURSE,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",22,4.807149294,108731,3329,Stanford University,Intermediate,https://www.coursera.org/learn/algorithms-divide-conquer,TRUE
136,zwqURwiiEeahpQ5cgS1w4w,zwqURwiiEeahpQ5cgS1w4w,COURSE,Supply Chain Logistics,13,4.714832129,46540,2353,Rutgers the State University of New Jersey,Beginner,https://www.coursera.org/learn/supply-chain-logistics,TRUE
140,nQ5d7TbQEeWW9BKhJ4xW0Q,nQ5d7TbQEeWW9BKhJ4xW0Q,COURSE,Introduction to HTML5,10,4.716765453,156805,9448,University of Michigan,Mixed,https://www.coursera.org/learn/html,TRUE
141,Nyq7nXzPEeWb-BLhFdaGww,Nyq7nXzPEeWb-BLhFdaGww,COURSE,Medical Neuroscience,95,4.90349076,140331,1461,Duke University,Advanced,https://www.coursera.org/learn/medical-neuroscience,TRUE
142,CQk7JA46EeWuEBJhzy2uFw,CQk7JA46EeWuEBJhzy2uFw,COURSE,Grammar and Punctuation,9,4.671804831,376756,8239,"University of California, Irvine",Mixed,https://www.coursera.org/learn/grammar-punctuation,TRUE
146,JpkxGpq1EeW5DwqxkAwIMQ,JpkxGpq1EeW5DwqxkAwIMQ,COURSE,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),15,4.879282741,128468,3123,McMaster University,Mixed,https://www.coursera.org/learn/aprendiendo-a-aprender,TRUE
147,o4yIjxxHEeWo5g5SXpDA8Q,o4yIjxxHEeWo5g5SXpDA8Q,COURSE,Learn to Program: The Fundamentals,29,4.752882518,143893,3209,University of Toronto,Beginner,https://www.coursera.org/learn/learn-to-program,TRUE
148,FDKAdNsuEeSEcyIAC2mPOQ,FDKAdNsuEeSEcyIAC2mPOQ,COURSE,Marketing in a Digital World,29,4.658656204,252157,6117,University of Illinois at Urbana-Champaign,Beginner,https://www.coursera.org/learn/marketing-digital,TRUE
149,upla9lvsEeWylgpjfV1KVQ,upla9lvsEeWylgpjfV1KVQ,COURSE,Introduction to Marketing,14,4.753022687,184314,7361,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-marketing,TRUE
151,iRBJm_LREeSplSIACzYDNg,iRBJm_LREeSplSIACzYDNg,COURSE,Initiating and Planning Projects,7,4.662209889,149546,7928,"University of California, Irvine",Mixed,https://www.coursera.org/learn/project-planning,TRUE
153,di4l_R0lEeaP7xL2JHHq4w,di4l_R0lEeaP7xL2JHHq4w,COURSE,Applied Machine Learning in Python,24,4.648577101,127945,4533,University of Michigan,Intermediate,https://www.coursera.org/learn/python-machine-learning,TRUE
154,0SNVIkLcEeWE9A7XSkBY3w,0SNVIkLcEeWE9A7XSkBY3w,COURSE,Primeros Auxilios Psicológicos (PAP),18,4.809265176,193215,3130,Universitat Autònoma de Barcelona,Mixed,https://www.coursera.org/learn/pap,TRUE
155,tGbJuel4EeSnMSIACzuFJw,tGbJuel4EeSnMSIACzuFJw,COURSE,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,27,4.836132021,140680,1727,Yale University,Mixed,https://www.coursera.org/learn/negotiation,TRUE
156,bT0Wwd7yEeWlNQ4GEaPmcw,bT0Wwd7yEeWlNQ4GEaPmcw,COURSE,English for Business and Entrepreneurship,25,4.849077697,159681,1789,University of Pennsylvania,Beginner,https://www.coursera.org/learn/business,TRUE
157,rHl0JnJFEeenOwpmZ1LH1g,rHl0JnJFEeenOwpmZ1LH1g,COURSE,Digital Transformation,20,4.771150335,43766,1643,"University of Virginia, BCG",Beginner,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation,TRUE
158,rwRs6Tn9EeWJaxK5AT4frw,rwRs6Tn9EeWJaxK5AT4frw,COURSE,"Capstone: Retrieving, Processing, and Visualizing Data with Python",10,4.596142938,59105,5289,University of Michigan,Mixed,https://www.coursera.org/learn/python-data-visualization,TRUE
159,WIhvslYxEeSFRiIACycBKQ,WIhvslYxEeSFRiIACycBKQ,COURSE,Introduction to Psychology,33,4.867740727,212186,2669,University of Toronto,Mixed,https://www.coursera.org/learn/introduction-psych,TRUE
160,CJs0DTk_EeWYbg7p2_3OHQ,CJs0DTk_EeWYbg7p2_3OHQ,COURSE,Interactivity with JavaScript,12,4.673025335,76640,3355,University of Michigan,Mixed,https://www.coursera.org/learn/javascript,TRUE
161,lYw3nxuGEeWo5g5SXpDA8Q,lYw3nxuGEeWo5g5SXpDA8Q,COURSE,Cryptography I,28,4.811497326,230665,2992,Stanford University,Mixed,https://www.coursera.org/learn/crypto,TRUE
162,414OIyBREeWcQw5YiljpGw,414OIyBREeWcQw5YiljpGw,COURSE,Álgebra Básica,31,4.755502677,146380,1681,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/algebra-basica,TRUE
164,ZNeGqEC2EeWC4g7VhG4bTQ,ZNeGqEC2EeWC4g7VhG4bTQ,COURSE,Basic Statistics,37,4.677061961,159260,2437,University of Amsterdam,Beginner,https://www.coursera.org/learn/basic-statistics,TRUE
167,R_diPSN1EeeCDQ44DPGlIA,R_diPSN1EeeCDQ44DPGlIA,COURSE,Introducción a la programación en Python I: Aprendiendo a programar con Python,29,4.479550102,72550,978,Pontificia Universidad Católica de Chile,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,TRUE
168,fCKQimXqEeSuUyIAC0mIhA,fCKQimXqEeSuUyIAC0mIhA,COURSE,Understanding Research Methods,6,4.515019115,99824,1831,University of London,Mixed,https://www.coursera.org/learn/research-methods,TRUE
170,ZS2v-E_kEeeqIxKkUVGiXg,ZS2v-E_kEeeqIxKkUVGiXg,COURSE,Excel Skills for Business: Intermediate I,22,4.887975334,46121,2919,Macquarie University,Intermediate,https://www.coursera.org/learn/excel-intermediate-1,TRUE
171,KC6DzQqDEeenAhJZe8ktbg,KC6DzQqDEeenAhJZe8ktbg,COURSE,Science of Exercise,19,4.781875659,88101,949,University of Colorado Boulder,Beginner,https://www.coursera.org/learn/science-exercise,TRUE
172,1_0XfstIEeWRERK7eSqctw,1_0XfstIEeWRERK7eSqctw,COURSE,De-Mystifying Mindfulness,30,4.789071038,119245,915,Universiteit Leiden,Beginner,https://www.coursera.org/learn/mindfulness,TRUE
173,3KNgoXgcEeWrAxJQXw-8PQ,3KNgoXgcEeWrAxJQXw-8PQ,COURSE,Creative Writing: The Craft of Plot,13,4.673196369,97662,2093,Wesleyan University,Mixed,https://www.coursera.org/learn/craft-of-plot,TRUE
177,2iD7dxkvEeW9dA4X94-nLQ,2iD7dxkvEeW9dA4X94-nLQ,COURSE,Introduction to Financial Accounting,17,4.746034854,175955,5107,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-accounting,TRUE
179,uibsAqoJEeevAAqY8Yp9-A,uibsAqoJEeevAAqY8Yp9-A,COURSE,Visual Elements of User Interface Design,16,4.786561265,32088,1265,California Institute of the Arts,Beginner,https://www.coursera.org/learn/visual-elements-user-interface-design,TRUE
180,GEfA2A0UEeSWFyIACpBHcA,GEfA2A0UEeSWFyIACpBHcA,COURSE,Financial Engineering and Risk Management Part I,32,4.633389735,285453,1773,Columbia University,Mixed,https://www.coursera.org/learn/financial-engineering-1,TRUE
184,kj0t_A9REeeY9w43qQI3Ag,kj0t_A9REeeY9w43qQI3Ag,COURSE,Introduction to Calculus,46,4.834183673,22225,392,The University of Sydney,Intermediate,https://www.coursera.org/learn/introduction-to-calculus,TRUE
185,2dHcFsRdEeW2JxKnR3RyOw,2dHcFsRdEeW2JxKnR3RyOw,COURSE,Introduction to Probability and Data,22,4.72615923,145881,3429,Duke University,Beginner,https://www.coursera.org/learn/probability-intro,TRUE
187,__y3wBnnEeW9dA4X94-nLQ,__y3wBnnEeW9dA4X94-nLQ,COURSE,Java Programming: Solving Problems with Software,25,4.612063492,129654,3150,Duke University,Beginner,https://www.coursera.org/learn/java-programming,TRUE
189,Tr9rK6JtEeSwKiIACiONVg,Tr9rK6JtEeSwKiIACiONVg,COURSE,Introductory Human Physiology,34,4.738285145,227092,2006,Duke University,Mixed,https://www.coursera.org/learn/physiology,TRUE
190,XDJWC7ZqEeaa7BLnmaLUtg,XDJWC7ZqEeaa7BLnmaLUtg,COURSE,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,11,4.769016227,139166,3944,McMaster University,Beginner,https://www.coursera.org/learn/mindshift,TRUE
192,trgWdYiKEeWfngrMqWa91Q,trgWdYiKEeWfngrMqWa91Q,COURSE,Global Diplomacy – Diplomacy in the Modern World,9,4.622973925,63600,1419,University of London,Mixed,https://www.coursera.org/learn/global-diplomacy,TRUE
193,Ff8L7HZAEeeobg7O-NRcDA,Ff8L7HZAEeeobg7O-NRcDA,COURSE,Cómo hacer una tesis,11,4.785340314,143303,764,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/como-hacer-una-tesis,TRUE
194,56WnmkLyEeWstQoYgPEx5w,56WnmkLyEeWstQoYgPEx5w,COURSE,Customer Analytics,12,4.546875,149820,7232,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-customer-analytics,TRUE
195,eV-OTCTuEeWCGRL6mLoB5w,eV-OTCTuEeWCGRL6mLoB5w,COURSE,Introduction to Classical Music,46,4.884699454,110660,1830,Yale University,Mixed,https://www.coursera.org/learn/introclassicalmusic,TRUE
197,bRPXgjY9EeW6RApRXdjJPw,bRPXgjY9EeW6RApRXdjJPw,COURSE,Functional Programming Principles in Scala,23,4.80324277,161516,6846,École Polytechnique Fédérale de Lausanne,Intermediate,https://www.coursera.org/learn/progfun1,TRUE
199,7jEat7ioEeWfYA612mWHZw,7jEat7ioEeWfYA612mWHZw,COURSE,Introduction to Systematic Review and Meta-Analysis,17,4.757975035,55829,1442,Johns Hopkins University,Mixed,https://www.coursera.org/learn/systematic-review,TRUE
200,yOZEQ3lwEeWb-BLhFdaGww,yOZEQ3lwEeWb-BLhFdaGww,COURSE,Data Structures,27,4.659470468,102329,2455,University of California San Diego,Intermediate,https://www.coursera.org/learn/data-structures,TRUE
201,pH0L4fT5EeSvDyIAC12Nyg,pH0L4fT5EeSvDyIAC12Nyg,COURSE,Guitar for Beginners,22,4.761998685,154442,1521,Berklee College of Music,Mixed,https://www.coursera.org/learn/guitar,TRUE
202,hD6_KEj5Eeawjgp7XHTShQ,hD6_KEj5Eeawjgp7XHTShQ,COURSE,Fundamentos de Excel para Negocios,15,4.733566027,116651,1719,Universidad Austral,Beginner,https://www.coursera.org/learn/excel-para-negocios,TRUE
203,VIUTXB0IEea20BJooCBlFw,VIUTXB0IEea20BJooCBlFw,COURSE,Think Again I: How to Understand Arguments,14,4.646332046,153012,1295,Duke University,Beginner,https://www.coursera.org/learn/understanding-arguments,TRUE
205,QEXoJRBmEeWhsgqB1eduww,QEXoJRBmEeWhsgqB1eduww,COURSE,A Life of Happiness and Fulfillment,33,4.791473318,264594,3448,Indian School of Business,Mixed,https://www.coursera.org/learn/happiness,TRUE
206,B7S6P6yjEeaPvQ5eOPtN_A,B7S6P6yjEeaPvQ5eOPtN_A,COURSE,Front-End Web UI Frameworks and Tools: Bootstrap 4,30,4.786898839,54782,2412,The Hong Kong University of Science and Technology,Intermediate,https://www.coursera.org/learn/bootstrap-4,TRUE
207,U-SKLJVlEeWF6gpQJiw6hQ,U-SKLJVlEeWF6gpQJiw6hQ,COURSE,"Cameras, Exposure, and Photography",17,4.715700141,116402,2121,Michigan State University,Mixed,https://www.coursera.org/learn/exposure-photography,TRUE
208,Mz1ninIDEeeWCg71xNIlJg,Mz1ninIDEeeWCg71xNIlJg,COURSE,How to Win a Data Science Competition: Learn from Top Kagglers,46,4.727155727,52438,777,National Research University Higher School of Economics,Advanced,https://www.coursera.org/learn/competitive-data-science,TRUE
210,qi9mnkIJEeWC4g7VhG4bTQ,qi9mnkIJEeWC4g7VhG4bTQ,COURSE,Machine Learning Foundations: A Case Study Approach,24,4.642477492,207637,9219,University of Washington,Mixed,https://www.coursera.org/learn/ml-foundations,TRUE
212,CEwR00UZEeWb8RJf7Z1H0w,CEwR00UZEeWb8RJf7Z1H0w,COURSE,Introduction to the Internet of Things and Embedded Systems,14,4.64354067,112253,5016,"University of California, Irvine",Mixed,https://www.coursera.org/learn/iot,TRUE
213,XupniISSEeWcSw7mZ7gPOw,XupniISSEeWcSw7mZ7gPOw,COURSE,Foundations of Everyday Leadership,16,4.800451467,48388,2215,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/everyday-leadership-foundation,TRUE
216,qDmY1BRlEemltgqXz7ze5A,qDmY1BRlEemltgqXz7ze5A,COURSE,Fundamentals of Reinforcement Learning,19,4.779151943,13339,566,University of Alberta,Intermediate,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,TRUE
217,41f7CjlXEeWYbg7p2_3OHQ,41f7CjlXEeWYbg7p2_3OHQ,COURSE,Inspiring and Motivating Individuals,19,4.767713366,71027,2484,University of Michigan,Mixed,https://www.coursera.org/learn/motivate-people-teams,TRUE
219,ct7G8DVLEeWfzhKP8GtZlQ,ct7G8DVLEeWfzhKP8GtZlQ,COURSE,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),19,4.904894327,83361,1798,Hebrew University of Jerusalem,Mixed,https://www.coursera.org/learn/build-a-computer,TRUE
222,XvJBLJVHEea0-w59UvC4Ag,XvJBLJVHEea0-w59UvC4Ag,COURSE,Financial Accounting Fundamentals,20,4.832669323,40890,753,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-financial-accounting,TRUE
225,Gn2FwjeBEeSauSIAC0iVUQ,Gn2FwjeBEeSauSIAC0iVUQ,COURSE,Understanding the Brain: The Neurobiology of Everyday Life,49,4.883763838,100424,1084,The University of Chicago,Beginner,https://www.coursera.org/learn/neurobiology,TRUE
227,d64E7li7EeWylgpjfV1KVQ,d64E7li7EeWylgpjfV1KVQ,COURSE,Teach English Now! Theories of Second Language Acquisition,15,4.883437323,36102,3526,Arizona State University,Mixed,https://www.coursera.org/learn/language-theories,TRUE
228,1ndQqNPxEeSloiIAC3kKUw,1ndQqNPxEeSloiIAC3kKUw,COURSE,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",3,4.334300451,255186,6204,"University of California, Irvine",Mixed,https://www.coursera.org/learn/work-smarter-not-harder,TRUE
232,kbmiwPT-EeSW1SIAC3oCCQ,kbmiwPT-EeSW1SIAC3oCCQ,COURSE,Model Thinking,33,4.781228899,113503,1481,University of Michigan,Mixed,https://www.coursera.org/learn/model-thinking,TRUE
233,1ZacN53KEeWlGQ5Xb9b0kw,1ZacN53KEeWlGQ5Xb9b0kw,COURSE,Fundamentals of Quantitative Modeling,10,4.637582418,94077,4550,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-quantitative-modeling,TRUE
234,FSd9z6fsEei1AAo9TgayGg,FSd9z6fsEei1AAo9TgayGg,COURSE,Nutrición y obesidad: control de sobrepeso,11,4.769325153,44202,815,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,TRUE
235,aExbjXArEemCphJjS7gqYA,aExbjXArEemCphJjS7gqYA,COURSE,Hacking Exercise For Health. The surprising new science of fitness.,10,4.754901961,14587,102,McMaster University,Beginner,https://www.coursera.org/learn/hacking-exercise-health,TRUE
236,blRLgKLDEeeMNA6V0QN2ag,blRLgKLDEeeMNA6V0QN2ag,COURSE,Natural Language Processing,34,4.581481481,48713,540,National Research University Higher School of Economics,Advanced,https://www.coursera.org/learn/language-processing,TRUE
238,7_wUMCBSEeW5Rwo0txKkgQ,7_wUMCBSEeW5Rwo0txKkgQ,COURSE,Introducción a Data Science: Programación Estadística con R,14,4.720936214,119738,3888,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,TRUE
239,WhMdfX8-EeWkMQ6S5uJulw,WhMdfX8-EeWkMQ6S5uJulw,COURSE,Viral Marketing and How to Craft Contagious Content,6,4.73629424,93781,2882,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-contagious-viral-marketing,TRUE
242,SJTI2NZhEeWlbRINEfdsnw,SJTI2NZhEeWlbRINEfdsnw,COURSE,Tricky American English Pronunciation,19,4.696857671,68579,541,"University of California, Irvine",Beginner,https://www.coursera.org/learn/tricky-american-english-pronunciation,TRUE
